"Line","Speaker","Text","Date","rownum","status","sentiment","score","Anger","Disgust","Fear","Joy","Sadness","Analytical","Confident","Tentative","Agreeableness","Conscientiousness","Emotional Range","Extraversion","Openness"
249,"Clinton","We've covered this ground.","2016-09-26",232,"OK","negative",-0.257689,0.171147,0.434446,0.234861,0.34628,0.154692,0,0,0,0.992,0.571,0.562,0.971,0.084
250,"Trump","When they formed, when they formed, this is something that never should have happened. It should have never happened. Now, you're talking about taking out ISIS. But you were there, and you were secretary of state when it was a little infant. Now it's in over 30 countries. And you're going to stop them? I don't think so.","2016-09-26",233,"OK","negative",-0.20456,0.142148,0.688121,0.492952,0.045927,0.459093,0,0.619,0,0.972,0.034,0.786,0.913,0.012
251,"Holt","Mr. Trump, a lot of these are judgment questions. You had supported the war in Iraq before the invasion. What makes your...","2016-09-26",234,"OK","negative",-0.222781,0.32416,0.344453,0.427172,0.154637,0.226474,0.956,0,0,0.627,0.876,0.015,0.936,0.333
252,"Trump","I did not support the war in Iraq.","2016-09-26",235,"OK","negative",-0.543867,0.429325,0.411352,0.559405,0.02632,0.206763,0,0,0,0.677,0.407,0.81,0.58,0.271
253,"Holt","In 2002...","2016-09-26",236,"OK","negative",-0.282235,0.077656,0.502404,0.395312,0.170524,0.536413,0,0,0,0.952,0.571,0.401,0.065,0.998
254,"Trump","That is a mainstream media nonsense put out by her, because she -- frankly, I think the best person in her campaign is mainstream media.","2016-09-26",237,"OK","positive",0.399453,0.116509,0.609399,0.150838,0.068793,0.2584,0.602,0,0,0.712,0.372,0.58,0.703,0.29
255,"Holt","My question is, since you supported it...","2016-09-26",238,"OK","positive",0.280275,0.265652,0.138552,0.280338,0.183604,0.332011,0.962,0,0,0.947,0.063,0.932,0.966,0.002
256,"Trump","Just -- would you like to hear...","2016-09-26",239,"OK","positive",0.402429,0.055583,0.557394,0.204787,0.160564,0.401572,0,0,0.984,0.969,0.001,0.917,0.994,0.002
257,"Holt","... why is your -- why is your judgment...","2016-09-26",240,"OK","negative",-0.675417,0.557456,0.142472,0.168463,0.072682,0.179242,0,0,0,0.664,0.024,0.527,0.947,0.018
258,"Trump","Wait a minute. I was against the war in Iraq. Just so you put it out.","2016-09-26",241,"OK","negative",-0.524809,0.421342,0.457207,0.451064,0.043591,0.216045,0,0,0.963,0.719,0.479,0.649,0.307,0.371
259,"Holt","The record shows otherwise, but why -- why was...","2016-09-26",242,"OK","negative",-0.702355,0.232592,0.427741,0.246664,0.056674,0.486217,0.447,0,0,0.01,0.002,0.988,0.083,0.37
260,"Trump","The record does not show that.","2016-09-26",243,"OK","negative",-0.423864,0.458416,0.163802,0.180301,0.207996,0.147626,0,0,0,0.259,0.041,0.706,0.515,0.319
261,"Holt","Why was -- is your judgment any...","2016-09-26",244,"OK","negative",-0.596958,0.423025,0.185796,0.245302,0.048558,0.30606,0,0,0.957,0.505,0.044,0.758,0.661,0.081
262,"Trump","The record shows that I'm right. When I did an interview with Howard Stern, very lightly, first time anyone's asked me that, I said, very lightly, I don't know, maybe, who knows? Essentially. I then did an interview with Neil Cavuto. We talked about the economy is more important. I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity. I had numerous conversations with Sean Hannity at Fox. And Sean Hannity said -- and he called me the other day -- and I spoke to him about it -- he said you were totally against the war, because he was for the war.","2016-09-26",245,"OK","negative",-0.29014,0.77383,0.535027,0.520982,0.015401,0.207762,0.803,0,0.354,0.919,0.08,0.901,0.963,0.033
263,"Holt","Why is your judgment better than...","2016-09-26",246,"OK","negative",-0.474552,0.325381,0.096737,0.178844,0.07978,0.393177,0,0,0,0.636,0.093,0.725,0.775,0.056
264,"Trump","And when he -- excuse me. And that was before the war started. Sean Hannity said very strongly to me and other people -- he's willing to say it, but nobody wants to call him. I was against the war. He said, you used to have fights with me, because Sean was in favor of the war. And I understand that side, also, not very much, because we should have never been there. But nobody called Sean Hannity. And then they did an article in a major magazine, shortly after the war started. I think in '04. But they did an article which had me totally against the war in Iraq. And one of your compatriots said, you know, whether it was before or right after, Trump was definitely -- because if you read this article, there's no doubt. But if somebody -- and I'll ask the press -- if somebody would call up Sean Hannity, this was before the war started. He and I used to have arguments about the war. I said, it's a terrible and a stupid thing. It's going to destabilize the Middle East. And that's exactly what it's done. It's been a disaster.","2016-09-26",247,"OK","negative",-0.492714,0.797618,0.72184,0.950937,0.012293,0.131157,0.912,0.43,0,0.869,0.013,0.957,0.937,0.056
265,"Holt","My reference was to what you had said in 2002, and my question was...","2016-09-26",248,"OK","negative",-0.261861,0.108359,0.271366,0.300525,0.5287,0.23036,0.787,0,0,0.937,0.158,0.855,0.918,0.051
266,"Trump","No, no. You didn't hear what I said.","2016-09-26",249,"OK","negative",-0.492309,0.296976,0.395875,0.281465,0.056247,0.410758,0,0,0,0.985,0,0.99,0.997,0
267,"Holt","Why is your judgment -- why is your judgment any different than Mrs. Clinton's judgment?","2016-09-26",250,"OK","negative",-0.771094,0.33689,0.217065,0.342996,0.040281,0.329176,0,0,0.656,0.259,0.055,0.712,0.673,0.187
268,"Trump","Well, I have much better judgment than she does. There's no question about that. I also have a much better temperament than she has, you know?","2016-09-26",251,"OK","positive",0.267227,0.194914,0.085025,0.24762,0.190429,0.671503,0.98,0,0.505,0.874,0.063,0.905,0.852,0.015
270,"Trump","I have a much better -- she spent -- let me tell you -- she spent hundreds of millions of dollars on an advertising -- you know, they get Madison Avenue into a room, they put names -- oh, temperament, let's go after -- I think my strongest asset, maybe by far, is my temperament. I have a winning temperament. I know how to win. She does not have a...","2016-09-26",252,"OK","positive",0.339646,0.409748,0.165648,0.246575,0.068338,0.598545,0.312,0,0.512,0.964,0.895,0.652,0.829,0.012
271,"Holt","Secretary Clinton?","2016-09-26",253,"OK","negative",-0.357956,0.221987,0.336259,0.396087,0.143533,0.18051,0,0,0,0.012,0.571,0.401,0,0.817
272,"Trump","Wait. The AFL-CIO the other day, behind the blue screen, I don't know who you were talking to, Secretary Clinton, but you were totally out of control. I said, there's a person with a temperament that's got a problem.","2016-09-26",254,"OK","negative",-0.321436,0.385571,0.321365,0.317883,0.039714,0.445565,0.539,0.859,0,0.713,0.045,0.777,0.841,0.121
273,"Holt","Secretary Clinton?","2016-09-26",255,"OK","negative",-0.357956,0.221987,0.336259,0.396087,0.143533,0.18051,0,0,0,0.012,0.571,0.401,0,0.817
274,"Clinton","Whew, OK.","2016-09-26",256,"OK","neutral",NA,0.172143,0.181922,0.37353,0.242091,0.14329,0,0,0,0.743,0.077,0.401,0.925,0.054
276,"Clinton","Let's talk about two important issues that were briefly mentioned by Donald, first, NATO. You know, NATO as a military alliance has something called Article 5, and basically it says this: An attack on one is an attack on all. And you know the only time it's ever been invoked? After 9/11, when the 28 nations of NATO said that they would go to Afghanistan with us to fight terrorism, something that they still are doing by our side. With respect to Iran, when I became secretary of state, Iran was weeks away from having enough nuclear material to form a bomb. They had mastered the nuclear fuel cycle under the Bush administration. They had built covert facilities. They had stocked them with centrifuges that were whirling away. And we had sanctioned them. I voted for every sanction against Iran when I was in the Senate, but it wasn't enough. So I spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran. And we did drive them to the negotiating table. And my successor, John Kerry, and President Obama got a deal that put a lid on Iran's nuclear program without firing a single shot. That's diplomacy. That's coalition-building. That's working with other nations. The other day, I saw Donald saying that there were some Iranian sailors on a ship in the waters off of Iran, and they were taunting American sailors who were on a nearby ship. He said, you know, if they taunted our sailors, I'd blow them out of the water and start another war. That's not good judgment.","2016-09-26",257,"OK","negative",-0.5345,0.913299,0.650412,0.778828,0.021639,0.196761,0.365,0,0.199,0.785,0.305,0.513,0.709,0.301
277,"Trump","That would not start a war.","2016-09-26",258,"OK","negative",-0.348732,0.173183,0.441562,0.379515,0.143428,0.275732,0,0,0,0.105,0.025,0.955,0.157,0.327
278,"Clinton","That is not the right temperament to be commander-in- chief, to be taunted. And the worst part...","2016-09-26",259,"OK","negative",-0.704946,0.311888,0.464992,0.39728,0.029412,0.394366,0,0,0,0.037,0.392,0.365,0.127,0.99
279,"Trump","No, they were taunting us.","2016-09-26",260,"OK","negative",-0.76458,0.451005,0.205016,0.238604,0.033514,0.451447,0,0,0,0.995,0.138,0.629,0.982,0.004
280,"Clinton","... of what we heard Donald say has been about nuclear weapons. He has said repeatedly that he didn't care if other nations got nuclear weapons, Japan, South Korea, even Saudi Arabia. It has been the policy of the United States, Democrats and Republicans, to do everything we could to reduce the proliferation of nuclear weapons. He even said, well, you know, if there were nuclear war in East Asia, well, you know, that's fine...","2016-09-26",261,"OK","negative",-0.128565,0.413905,0.436803,0.43592,0.034723,0.454912,0.88,0,0.923,0.8,0.024,0.623,0.945,0.097
281,"Trump","Wrong.","2016-09-26",262,"OK","negative",-0.660069,0.433979,0.348068,0.237032,0.061041,0.412524,0,0,0,0,0,0.998,0.911,0.195
282,"Clinton","... have a good time, folks.","2016-09-26",263,"OK","positive",0.569363,0.16154,0.122106,0.102633,0.705504,0.18719,0,0,0,0.908,0.983,0.102,0.902,0.112
283,"Trump","It's lies.","2016-09-26",264,"OK","neutral",NA,0.102426,0.291403,0.38379,0.164718,0.649918,0,0,0,0.004,0.006,0.981,0.673,0.018
284,"Clinton","And, in fact, his cavalier attitude about nuclear weapons is so deeply troubling. That is the number-one threat we face in the world. And it becomes particularly threatening if terrorists ever get their hands on any nuclear material. So a man who can be provoked by a tweet should not have his fingers anywhere near the nuclear codes, as far as I think anyone with any sense about this should be concerned.","2016-09-26",265,"OK","negative",-0.717157,0.357402,0.855264,0.421166,0.009809,0.262521,0.558,0,0.974,0.407,0.022,0.936,0.786,0.481
285,"Trump","That line's getting a little bit old, I must say. I would like to...","2016-09-26",266,"OK","negative",-0.451874,0.129405,0.405918,0.164908,0.212577,0.471649,0,0,0,0.683,0.005,0.996,0.876,0.01
286,"Clinton","It's a good one, though. It well describes the problem.","2016-09-26",267,"OK","negative",-0.00244427,0.235601,0.259805,0.211165,0.093126,0.545764,0,0,0,0.478,0.889,0.13,0.59,0.198
288,"Trump","It's not an accurate one at all. It's not an accurate one. So I just want to give a lot of things -- and just to respond. I agree with her on one thing. The single greatest problem the world has is nuclear armament, nuclear weapons, not global warming, like you think and your -- your president thinks. Nuclear is the single greatest threat. Just to go down the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries. They do not pay us. But they should be paying us, because we are providing tremendous service and we're losing a fortune. That's why we're losing -- we're losing -- we lose on everything. I say, who makes these -- we lose on everything. All I said, that it's very possible that if they don't pay a fair share, because this isn't 40 years ago where we could do what we're doing. We can't defend Japan, a behemoth, selling us cars by the million...","2016-09-26",268,"OK","negative",-0.372635,0.379601,0.476084,0.970487,0.02092,0.063687,0,0,0.694,0.969,0.042,0.908,0.937,0.013
289,"Holt","We need to move on.","2016-09-26",269,"OK","negative",-0.258166,0.258595,0.094565,0.448498,0.123507,0.417254,0,0,0,0.993,0.166,0.722,0.936,0.006
290,"Trump","Well, wait, but it's very important. All I said was, they may have to defend themselves or they have to help us out. We're a country that owes $20 trillion. They have to help us out.","2016-09-26",270,"OK","positive",0.137105,0.192041,0.220892,0.568166,0.0383,0.669569,0,0.961,0,0.988,0.01,0.952,0.971,0.009
291,"Holt","Our last...","2016-09-26",271,"OK","negative",-0.545584,0.305388,0.165541,0.120036,0.217175,0.533445,0,0,0,0.998,0.992,0.629,0.996,0
292,"Trump","As far as the nuclear is concerned, I agree. It is the single greatest threat that this country has.","2016-09-26",272,"OK","neutral",NA,0.12308,0.433129,0.525685,0.072398,0.310565,0.99,0,0,0.259,0.212,0.787,0.326,0.431
293,"Holt","Which leads to my next question, as we enter our last segment here (inaudible) the subject of securing America. On nuclear weapons, President Obama reportedly considered changing the nation's longstanding policy on first use. Do you support the current policy? Mr. Trump, you have two minutes on that.","2016-09-26",273,"OK","positive",0.0697333,0.270925,0.470146,0.59962,0.031157,0.3333,0.695,0,0,0.923,0.97,0.021,0.74,0.107
294,"Trump","Well, I have to say that, you know, for what Secretary Clinton was saying about nuclear with Russia, she's very cavalier in the way she talks about various countries. But Russia has been expanding their -- they have a much newer capability than we do. We have not been updating from the new standpoint. I looked the other night. I was seeing B-52s, they're old enough that your father, your grandfather could be flying them. We are not -- we are not keeping up with other countries. I would like everybody to end it, just get rid of it. But I would certainly not do first strike. I think that once the nuclear alternative happens, it's over. At the same time, we have to be prepared. I can't take anything off the table. Because you look at some of these countries, you look at North Korea, we're doing nothing there. China should solve that problem for us. China should go into North Korea. China is totally powerful as it relates to North Korea. And by the way, another one powerful is the worst deal I think I've ever seen negotiated that you started is the Iran deal. Iran is one of their biggest trading partners. Iran has power over North Korea. And when they made that horrible deal with Iran, they should have included the fact that they do something with respect to North Korea. And they should have done something with respect to Yemen and all these other places. And when asked to Secretary Kerry, why didn't you do that? Why didn't you add other things into the deal? One of the great giveaways of all time, of all time, including $400 million in cash. Nobody's ever seen that before. That turned out to be wrong. It was actually $1.7 billion in cash, obviously, I guess for the hostages. It certainly looks that way. So you say to yourself, why didn't they make the right deal? This is one of the worst deals ever made by any country in history. The deal with Iran will lead to nuclear problems. All they have to do is sit back 10 years, and they don't have to do much.","2016-09-26",274,"OK","negative",-0.270488,0.848118,0.458288,0.343107,0.027482,0.048869,0.523,0.581,0,0.814,0.076,0.789,0.735,0.121
295,"Holt","Your two minutes is expired.","2016-09-26",275,"OK","negative",-0.679036,0.34954,0.609383,0.225804,0.162221,0.113742,0,0,0,0.909,0.897,0.012,0.828,0.034
296,"Trump","And they're going to end up getting nuclear. I met with Bibi Netanyahu the other day. Believe me, he's not a happy camper.","2016-09-26",276,"OK","neutral",NA,0.216327,0.177765,0.114803,0.21807,0.364498,0,0,0.913,0.974,0.797,0.715,0.918,0.031
297,"Holt","All right. Mrs. Clinton, Secretary Clinton, you have two minutes.","2016-09-26",277,"OK","positive",0.123458,0.148252,0.257856,0.196822,0.457133,0.217548,0,0.978,0,0.441,0.661,0.113,0.386,0.118
298,"Clinton","Well, let me -- let me start by saying, words matter. Words matter when you run for president. And they really matter when you are president. And I want to reassure our allies in Japan and South Korea and elsewhere that we have mutual defense treaties and we will honor them. It is essential that America's word be good. And so I know that this campaign has caused some questioning and worries on the part of many leaders across the globe. I've talked with a number of them. But I want to -- on behalf of myself, and I think on behalf of a majority of the American people, say that, you know, our word is good. It's also important that we look at the entire global situation. There's no doubt that we have other problems with Iran. But personally, I'd rather deal with the other problems having put that lid on their nuclear program than still to be facing that. And Donald never tells you what he would do. Would he have started a war? Would he have bombed Iran? If he's going to criticize a deal that has been very successful in giving us access to Iranian facilities that we never had before, then he should tell us what his alternative would be. But it's like his plan to defeat ISIS. He says it's a secret plan, but the only secret is that he has no plan. So we need to be more precise in how we talk about these issues. People around the word follow our presidential campaigns so closely, trying to get hints about what we will do. Can they rely on us? Are we going to lead the world with strength and in accordance with our values? That's what I intend to do. I intend to be a leader of our country that people can count on, both here at home and around the world, to make decisions that will further peace and prosperity, but also stand up to bullies, whether they're abroad or at home. We cannot let those who would try to destabilize the world to interfere with American interests and security...","2016-09-26",278,"OK","positive",0.0253255,0.943174,0.435715,0.494426,0.028634,0.064715,0.266,0,0.101,0.921,0.038,0.902,0.933,0.074
299,"Holt","Your two minutes is...","2016-09-26",279,"OK","neutral",NA,0.331519,0.543991,0.231978,0.182018,0.192825,0,0,0,0.965,0.932,0.004,0.898,0.011
300,"Clinton","... to be given any opportunities at all.","2016-09-26",280,"OK","negative",-0.288648,0.186149,0.161627,0.227519,0.465791,0.300064,0,0,0,0.199,0.181,0.867,0.618,0.862
301,"Holt","... is expired.","2016-09-26",281,"OK","negative",-0.771928,0.162026,0.19952,0.409368,0.342731,0.346037,0,0,0,0.012,0.571,0.401,0.157,0.356
302,"Trump","Lester, one thing I'd like to say.","2016-09-26",282,"OK","positive",0.392793,0.228275,0.436353,0.199113,0.304102,0.289621,0,0,0.545,0.906,0.06,0.927,0.927,0.02
303,"Holt","Very quickly. Twenty seconds.","2016-09-26",283,"OK","positive",0.0785059,0.300038,0.042191,0.123211,0.302448,0.332658,0,0.998,0,0.073,0.065,0.954,0.044,0.813
304,"Trump","I will go very quickly. But I will tell you that Hillary will tell you to go to her website and read all about how to defeat ISIS, which she could have defeated by never having it, you know, get going in the first place. Right now, it's getting tougher and tougher to defeat them, because they're in more and more places, more and more states, more and more nations.","2016-09-26",284,"OK","positive",0.50202,0.413967,0.486589,0.228843,0.021621,0.599924,0.696,0.849,0,0.695,0.014,0.927,0.912,0.097
305,"Holt","Mr. Trump...","2016-09-26",285,"OK","neutral",NA,0.126098,0.258271,0.191871,0.276383,0.55165,0,0,0,0.012,0.571,0.401,0.157,0.817
306,"Trump","And it's a big problem. And as far as Japan is concerned, I want to help all of our allies, but we are losing billions and billions of dollars. We cannot be the policemen of the world. We cannot protect countries all over the world...","2016-09-26",286,"OK","negative",-0.526231,0.291772,0.421609,0.416288,0.022903,0.612175,0.881,0.921,0,0.874,0.095,0.888,0.744,0.168
307,"Holt","We have just...","2016-09-26",287,"OK","negative",-0.282229,0.190394,0.30574,0.181745,0.318953,0.22532,0,0,0.995,0.994,0.143,0.917,0.936,0.003
308,"Trump","... where they're not paying us what we need.","2016-09-26",288,"OK","negative",-0.710522,0.25113,0.140527,0.378828,0.188712,0.297951,0,0,0,0.994,0.025,0.916,0.959,0
309,"Holt","We have just a few final questions...","2016-09-26",289,"OK","neutral",NA,0.319507,0.42922,0.302819,0.220237,0.21996,0.962,0,0.932,0.865,0.308,0.771,0.892,0.094
310,"Trump","And she doesn't say that, because she's got no business ability. We need heart. We need a lot of things. But you have to have some basic ability. And sadly, she doesn't have that. All of the things that she's talking about could have been taken care of during the last 10 years, let's say, while she had great power. But they weren't taken care of. And if she ever wins this race, they won't be taken care of.","2016-09-26",290,"OK","negative",-0.535087,0.368299,0.103961,0.145297,0.05562,0.752861,0.539,0,0.236,0.972,0.017,0.905,0.97,0.016
311,"Holt","Mr. Trump, this year Secretary Clinton became the first woman nominated for president by a major party. Earlier this month, you said she doesn't have, quote, ""a presidential look."" She's standing here right now. What did you mean by that?","2016-09-26",291,"OK","negative",-0.0215799,0.14299,0.436401,0.221117,0.11287,0.384335,0,0,0,0.9,0.505,0.057,0.834,0.112
312,"Trump","She doesn't have the look. She doesn't have the stamina. I said she doesn't have the stamina. And I don't believe she does have the stamina. To be president of this country, you need tremendous stamina.","2016-09-26",292,"OK","positive",0.021596,0.320546,0.421133,0.169321,0.066945,0.339486,0,0,0.784,0.793,0.05,0.655,0.91,0.022
313,"Holt","The quote was, ""I just don't think she has the presidential look.""","2016-09-26",293,"OK","neutral",NA,0.183143,0.120734,0.282163,0.173064,0.546047,0.602,0,0.733,0.513,0.214,0.776,0.261,0.12
314,"Trump","You have -- wait a minute. Wait a minute, Lester. You asked me a question. Did you ask me a question? You have to be able to negotiate our trade deals. You have to be able to negotiate, that's right, with Japan, with Saudi Arabia. I mean, can you imagine, we're defending Saudi Arabia? And with all of the money they have, we're defending them, and they're not paying? All you have to do is speak to them. Wait. You have so many different things you have to be able to do, and I don't believe that Hillary has the stamina.","2016-09-26",294,"OK","negative",-0.222792,0.647651,0.284395,0.324618,0.023082,0.254293,0,0.862,0,0.924,0.227,0.265,0.978,0.026
315,"Holt","Let's let her respond. ","2016-09-26",295,"OK","neutral",NA,0.293901,0.515817,0.168068,0.348584,0.045982,0,0,0,0.998,0.571,0.18,0.998,0.001
316,"Clinton","Well, as soon as he travels to 112 countries and negotiates a peace deal, a cease-fire, a release of dissidents, an opening of new opportunities in nations around the world, or even spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina.","2016-09-26",296,"OK","positive",0.356988,0.340556,0.475765,0.080368,0.110455,0.258986,0,0,0.652,0.42,0.71,0.303,0.466,0.761
318,"Trump","The world -- let me tell you. Let me tell you. Hillary has experience, but it's bad experience. We have made so many bad deals during the last -- so she's got experience, that I agree.","2016-09-26",297,"OK","negative",-0.609111,0.327197,0.298874,0.127015,0.03931,0.527524,0,0,0,0.897,0.023,0.91,0.981,0.004
320,"Trump","But it's bad, bad experience. Whether it's the Iran deal that you're so in love with, where we gave them $150 billion back, whether it's the Iran deal, whether it's anything you can -- name -- you almost can't name a good deal. I agree. She's got experience, but it's bad experience. And this country can't afford to have another four years of that kind of experience.","2016-09-26",298,"OK","negative",-0.356517,0.107257,0.23073,0.076073,0.107498,0.373432,0,0,0.923,0.858,0.029,0.83,0.911,0.036
321,"Holt","We are at -- we are at the final question.","2016-09-26",299,"OK","neutral",NA,0.167301,0.239649,0.445981,0.271747,0.189984,0.928,0,0,0.969,0.53,0.58,0.968,0.052
323,"Clinton","Well, one thing. One thing, Lester.","2016-09-26",300,"OK","positive",0.380037,0.093016,0.218363,0.13333,0.588605,0.370922,0,0,0,0.111,0.693,0.384,0.004,0.763
324,"Holt","Very quickly, because we're at the final question now.","2016-09-26",301,"OK","positive",0.41114,0.223987,0.121433,0.311199,0.290179,0.351503,0.557,0.858,0,0.73,0.179,0.913,0.873,0.137
325,"Clinton","You know, he tried to switch from looks to stamina. But this is a man who has called women pigs, slobs and dogs, and someone who has said pregnancy is an inconvenience to employers, who has said...","2016-09-26",302,"OK","negative",-0.219573,0.345756,0.946418,0.025014,0.032845,0.189323,0.566,0,0.885,0.896,0.019,0.54,0.988,0.077
326,"Trump","I never said that.","2016-09-26",303,"OK","negative",-0.662442,0.271554,0.231225,0.121599,0.392994,0.388775,0,0.993,0,0.935,0,0.997,0.984,0.001
327,"Clinton",".... women don't deserve equal pay unless they do as good a job as men.","2016-09-26",304,"OK","negative",-0.3543,0.317237,0.267791,0.058412,0.148445,0.228719,0.172,0,0,0.376,0.137,0.498,0.686,0.302
328,"Trump","I didn't say that.","2016-09-26",305,"OK","negative",-0.469844,0.200834,0.352885,0.171463,0.274374,0.431576,0,0,0,0.836,0,0.993,0.968,0.006
329,"Clinton","And one of the worst things he said was about a woman in a beauty contest. He loves beauty contests, supporting them and hanging around them. And he called this woman ""Miss Piggy."" Then he called her ""Miss Housekeeping,"" because she was Latina. Donald, she has a name.","2016-09-26",306,"OK","negative",-0.178328,0.15638,0.623704,0.047651,0.06375,0.573344,0.641,0,0.805,0.992,0.057,0.107,0.995,0.021
330,"Trump","Where did you find this? Where did you find this?","2016-09-26",307,"OK","negative",-0.408682,0.20031,0.437677,0.18293,0.166719,0.317112,0.996,0,0,0.995,0.095,0.003,0.99,0.006
331,"Clinton","Her name is Alicia Machado.","2016-09-26",308,"OK","neutral",NA,0.097723,0.495438,0.228987,0.162501,0.29039,0,0,0,0.648,0.571,0.166,0.782,0.165
332,"Trump","Where did you find this?","2016-09-26",309,"OK","negative",-0.408682,0.171569,0.418797,0.209072,0.235168,0.323769,0.944,0,0,0.976,0.247,0.026,0.952,0.041
333,"Clinton","And she has become a U.S. citizen, and you can bet...","2016-09-26",310,"OK","positive",0.535885,0.178898,0.329897,0.176593,0.324567,0.450607,0,0,0.733,0.715,0.407,0.193,0.835,0.205
334,"Trump","Oh, really? CLINTON:","2016-09-26",311,"OK","negative",-0.483888,0.212281,0.168967,0.329007,0.109355,0.572188,0,0,0,0.004,0.693,0.384,0.064,0.928
335,"Trump","OK, good. Let me just tell you...","2016-09-26",312,"OK","positive",0.105926,0.408795,0.121789,0.065239,0.511116,0.183147,0,0,0.996,0.994,0.005,0.814,0.997,0
337,"Holt","Mr. Trump, could we just take 10 seconds and then we ask the final question...","2016-09-26",313,"OK","neutral",NA,0.262565,0.373805,0.364756,0.15361,0.39932,0.93,0,0.932,0.946,0.148,0.826,0.929,0.043
338,"Trump","You know, Hillary is hitting me with tremendous commercials. Some of it's said in entertainment. Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her. But you want to know the truth? I was going to say something...","2016-09-26",314,"OK","negative",-0.391351,0.566438,0.437508,0.132164,0.017182,0.431664,0.312,0,0.83,0.94,0.004,0.986,0.976,0.009
339,"Holt","Please very quickly.","2016-09-26",315,"OK","neutral",NA,0.194718,0.145548,0.088626,0.331944,0.31024,0,0.996,0,0.012,0.143,0.904,0.566,0.817
340,"Trump","... extremely rough to Hillary, to her family, and I said to myself, ""I can't do it. I just can't do it. It's inappropriate. It's not nice."" But she spent hundreds of millions of dollars on negative ads on me, many of which are absolutely untrue. They're untrue. And they're misrepresentations. And I will tell you this, Lester: It's not nice. And I don't deserve that. But it's certainly not a nice thing that she's done. It's hundreds of millions of ads. And the only gratifying thing is, I saw the polls come in today, and with all of that money...","2016-09-26",316,"OK","negative",-0.586412,0.702175,0.476868,0.03683,0.016661,0.588416,0,0.486,0,0.897,0.041,0.94,0.816,0.036
341,"Holt","We have to move on to the final question.","2016-09-26",317,"OK","neutral",NA,0.304931,0.172867,0.456873,0.05906,0.501681,0.947,0.822,0,0.93,0.761,0.161,0.903,0.139
342,"Trump","... $200 million is spent, and I'm either winning or tied, and I've spent practically nothing.","2016-09-26",318,"OK","neutral",NA,0.230228,0.214516,0.196403,0.293542,0.360179,0,0,0.646,0.76,0.432,0.915,0.076,0.108
344,"Holt","One of you will not win this election. So my final question to you tonight, are you willing to accept the outcome as the will of the voters? Secretary Clinton?","2016-09-26",319,"OK","positive",0.0240861,0.335426,0.136276,0.50415,0.080316,0.31915,0.752,0,0,0.769,0.908,0.086,0.732,0.159
345,"Clinton","Well, I support our democracy. And sometimes you win, sometimes you lose. But I certainly will support the outcome of this election. And I know Donald's trying very hard to plant doubts about it, but I hope the people out there understand: This election's really up to you. It's not about us so much as it is about you and your families and the kind of country and future you want. So I sure hope you will get out and vote as though your future depended on it, because I think it does.","2016-09-26",320,"OK","positive",0.604253,0.449058,0.05131,0.223748,0.070469,0.590202,0.783,0,0.961,0.978,0.028,0.964,0.931,0.012
346,"Holt","Mr. Trump, very quickly, same question. Will you accept the outcome as the will of the voters? TRUMP:","2016-09-26",321,"OK","positive",0.47067,0.224059,0.116394,0.502795,0.195291,0.469785,0.995,0.94,0,0.148,0.561,0.366,0.687,0.607
347,"Trump","The other day, we were deporting 800 people. And perhaps they passed the wrong button, they pressed the wrong button, or perhaps worse than that, it was corruption, but these people that we were going to deport for good reason ended up becoming citizens. Ended up becoming citizens. And it was 800. And now it turns out it might be 1,800, and they don't even know.","2016-09-26",322,"OK","negative",-0.401322,0.356542,0.410044,0.155076,0.015946,0.675274,0.619,0,0.977,0.798,0.015,0.939,0.539,0.128
348,"Holt","Will you accept the outcome of the election?","2016-09-26",323,"OK","positive",0.58469,0.116487,0.235328,0.557467,0.192786,0.258895,0.929,0,0,0.633,0.737,0.126,0.664,0.289
349,"Trump","Look, here's the story. I want to make America great again. I'm going to be able to do it. I don't believe Hillary will. The answer is, if she wins, I will absolutely support her.","2016-09-26",324,"OK","positive",0.301645,0.162602,0.35189,0.354229,0.144908,0.428573,0.973,0,0,0.766,0.234,0.972,0.497,0.016
351,"Holt","All right. Well, that is going to do it for us. That concludes our debate for this evening, a spirit one. We covered a lot of ground, not everything as I suspected we would. The next presidential debates are scheduled for October 9th at Washington University in St. Louis and October 19th at the University of Nevada Las Vegas. The conversation will continue. A reminder. The vice presidential debate is scheduled for October 4th at Longwood University in Farmville, Virginia. My thanks to Hillary Clinton and to Donald Trump and to Hofstra University for hosting us tonight. Good night, everyone.","2016-09-26",325,"OK","positive",0.331948,0.31384,0.088512,0.458934,0.302706,0.143124,0.559,0,0,0.731,0.839,0.602,0.487,0.471
